id;point_id;site;date;lon;lat;TD_cm;;;;
336;REKE-9;2;2018-07-27;21.589085;69.017693;39;;;;
337;REKE-11;2;2018-07-27;21.588982;69.01787;38;;;;
338;REKE-12;2;2018-07-27;21.588737;69.017754;40;;;;
339;REKE-13;2;2018-07-27;21.588304;69.017704;34;;;;
340;REKE-14;2;2018-07-27;21.588345;69.017901;39;;;;
341;EKC-1;1;2018-07-25;22.260241;68.81853;48;;;;
342;EKC-2;1;2018-07-25;22.260366;68.818553;37;;;;
343;EKC-3;1;2018-07-25;22.260193;68.818576;35;;;;
344;EKA-8;1;2018-07-25;22.260492;68.817718;38;;;;
345;EKA-9;1;2018-07-25;22.260351;68.81779;38;;;;
346;EKA-10;1;2018-07-25;22.260005;68.817811;39;;;;
347;EKB-1;1;2018-07-25;22.257538;68.817869;45;;;;
348;EKB-2;1;2018-07-25;22.257706;68.817786;48;;;;
349;EKB-3;1;2018-07-25;22.25797;68.817825;45;;;;
350;EKB-4;1;2018-07-25;22.258342;68.817793;38;;;;
351;EKB-5;1;2018-07-25;22.258427;68.817886;44;;;;
352;EKB-6;1;2018-07-25;22.258582;68.81777;47;;;;
353;EKB-7;1;2018-07-25;22.258936;68.817892;34;;;;
354;EKB-8;1;2018-07-25;22.258672;68.817977;35;;;;
355;EKB-9;1;2018-07-25;22.259017;68.817987;38;;;;
356;EKB-10;1;2018-07-25;22.259368;68.818037;36;;;;
357;EKB-11;1;2018-07-25;22.25964;68.818123;34;;;;
358;EKA-1;1;2018-07-25;22.258632;68.817508;30;;;;
359;EKA-2;1;2018-07-25;22.258797;68.817496;50;;;;
360;EKA-3;1;2018-07-25;22.258992;68.817536;41;;;;
361;EKA-4;1;2018-07-25;22.259286;68.817577;42;;;;
362;EKA-5;1;2018-07-25;22.2596;68.817545;33;;;;
363;EKA-6;1;2018-07-25;22.259803;68.817591;50;;;;
364;EKA-7;1;2018-07-25;22.260124;68.817576;35;;;;
365;P63-10;1;2018-07-22;22.2616552;68.81489479;38;;;;
366;P63-11;1;2018-07-22;22.26239176;68.81502913;32;;;;
367;P63-12;1;2018-07-22;22.26319522;68.81512388;40;;;;
368;P63-13;1;2018-07-22;22.26348727;68.81522761;42;;;;
369;P63-14;1;2018-07-22;22.26381554;68.81536517;41;;;;
370;P63-15;1;2018-07-22;22.26425891;68.81538561;42;;;;
371;P63-16;1;2018-07-22;22.2641939;68.81519097;51;;;;
372;P63-17;1;2018-07-22;22.26379034;68.81513193;48;;;;
373;P63-18;1;2018-07-22;22.263291;68.8150707;37;;;;
374;P64-1;1;2018-07-22;22.26240218;68.81487806;39;;;;
375;P64-2;1;2018-07-22;22.26248605;68.81483477;60;;;;
376;P63-1A;1;2018-07-22;22.26170035;68.81451662;43;;;;
377;P63-2B;1;2018-07-22;22.26206296;68.8144952;41;;;;
378;P63-3C;1;2018-07-22;22.26187515;68.8144654;42;;;;
379;P63-4;1;2018-07-22;22.26172766;68.81438069;51;;;;
380;P63-5;1;2018-07-22;22.26173441;68.81426901;57;;;;
381;P63-6;1;2018-07-22;22.26126525;68.81447501;61;;;;
382;P63-7;1;2018-07-22;22.2608818;68.8144587;41;;;;
383;P63-8;1;2018-07-22;22.2607629;68.81439717;30;;;;
384;P63-9;1;2018-07-22;22.26167643;68.81464205;42;;;;
385;P64-3;1;2018-07-22;22.26277566;68.81480364;47;;;;
386;P64-4;1;2018-07-22;22.26305766;68.81477353;48;;;;
387;EK01;1;2018-07-23;22.26028405;68.81384098;35;;;;
388;EK02;1;2018-07-23;22.26044324;68.81381588;50;;;;
389;EK03;1;2018-07-23;22.26091206;68.81379413;30;;;;
390;P59-1;1;2018-07-23;22.2615524;68.81369128;50;;;;
391;P59-2;1;2018-07-23;22.26165063;68.81369486;48;;;;
392;P59-3;1;2018-07-23;22.26177695;68.81371531;62;;;;
393;P59-4;1;2018-07-23;22.26188481;68.81373957;55;;;;
394;P59-5;1;2018-07-23;22.26201491;68.81373413;50;;;;
395;EK06;1;2018-07-23;22.26078061;68.81352399;90;;;;
396;P61-1;1;2018-07-23;22.26068678;68.81334967;60;;;;
397;P61-2;1;2018-07-23;22.26079425;68.8133276;40;;;;
398;P60-1;1;2018-07-23;22.26140308;68.81320108;51;;;;
399;P60-2;1;2018-07-23;22.26155725;68.81314065;60;;;;
400;P60-3;1;2018-07-23;22.26168164;68.81307314;51;;;;
401;P60-4;1;2018-07-23;22.26187876;68.81311792;43;;;;
402;P60-5;1;2018-07-23;22.26202894;68.81314252;60;;;;
403;P57-1;1;2018-07-23;22.25926874;68.81166205;60;;;;
404;P57-2;1;2018-07-23;22.25920002;68.81161735;75;;;;
405;P57-3;1;2018-07-23;22.25925294;68.81158999;47;;;;
406;P56-1;1;2018-07-23;22.25851765;68.81139061;40;;;;
407;P56-2;1;2018-07-23;22.25843838;68.8114431;40;;;;
408;P56-3;1;2018-07-23;22.25842584;68.81150563;45;;;;
409;P56-4;1;2018-07-23;22.25848336;68.81154243;38;;;;
410;P56-5;1;2018-07-23;22.25820709;68.81153963;45;;;;
411;P56-6;1;2018-07-23;22.25800617;68.8115304;41;;;;
412;P58-1;1;2018-07-23;22.25922081;68.81125345;41;;;;
413;P58-2;1;2018-07-23;22.2593173;68.81125261;55;;;;
414;P10-1;1;2018-07-24;22.276334;68.808972;55;;;;
415;P10-2;1;2018-07-24;22.276502;68.809049;41;;;;
416;P10-3;1;2018-07-24;22.276367;68.809111;45;;;;
417;P10-5;1;2018-07-24;22.276532;68.809178;55;;;;
418;P04-1;1;2018-07-24;22.275081;68.809208;45;;;;
419;P04-2;1;2018-07-24;22.274935;68.809218;46;;;;
420;P04-3;1;2018-07-24;22.274769;68.809178;62;;;;
421;P04-4;1;2018-07-24;22.274562;68.809186;50;;;;
422;P04-5;1;2018-07-24;22.274716;68.809087;52;;;;
423;P04-6;1;2018-07-24;22.27458;68.809008;57;;;;
424;P06-1;1;2018-07-24;22.276244;68.808389;43;;;;
425;P06-2;1;2018-07-24;22.276409;68.808474;41;;;;
426;P06-3;1;2018-07-24;22.27651;68.808536;41;;;;
427;P06-4;1;2018-07-24;22.276623;68.808592;57;;;;
428;P06-5;1;2018-07-24;22.27673;68.808627;50;;;;
429;P06-6;1;2018-07-24;22.276633;68.808683;46;;;;
430;P05-1;1;2018-07-24;22.275104;68.808709;60;;;;
431;P05-2;1;2018-07-24;22.275003;68.808749;78;;;;
432;K-F1;1;2018-07-24;22.28041;68.806172;75;;;;
433;K-F2;1;2018-07-24;22.280292;68.806228;73;;;;
434;K-G1;1;2018-07-24;22.280363;68.806449;82;;;;
435;K-G2;1;2018-07-24;22.280409;68.806525;90;;;;
436;P16-1;1;2018-07-24;22.2739541;68.80556857;40;;;;
437;P16-2;1;2018-07-24;22.27415049;68.80554731;46;;;;
438;P16-3;1;2018-07-24;22.27432629;68.80554036;42;;;;
439;P54-1;1;2018-07-24;22.27246447;68.8053566;37;;;;
440;P54-2;1;2018-07-24;22.27262324;68.80537557;44;;;;
441;P54-3;1;2018-07-24;22.2728278;68.8053669;31;;;;
442;K01;1;2018-07-24;22.27265304;68.80549282;31;;;;
443;P17-1;1;2018-07-24;22.27430536;68.80533466;41;;;;
444;P17-2;1;2018-07-24;22.27418424;68.80526209;46;;;;
445;P17-3;1;2018-07-24;22.27437364;68.80520685;38;;;;
446;P17-4;1;2018-07-24;22.27445806;68.80528926;40;;;;
447;P53-1;1;2018-07-24;22.27275354;68.80504316;37;;;;
448;P53-2;1;2018-07-24;22.27265953;68.80507535;32;;;;
449;P18-1;1;2018-07-24;22.27541365;68.80518157;40;;;;
450;P18-2;1;2018-07-24;22.27531559;68.80508271;50;;;;
451;P18-3;1;2018-07-24;22.27577145;68.80502369;42;;;;
452;P18-4;1;2018-07-24;22.27597129;68.80507407;48;;;;
453;P18-5;1;2018-07-24;22.27626728;68.80509543;45;;;;
454;P18-6;1;2018-07-24;22.27615655;68.8049919;47;;;;
455;P52-1;1;2018-07-24;22.27619613;68.80451381;53;;;;
456;P52-2;1;2018-07-24;22.27632698;68.80441312;39;;;;
457;P52-3;1;2018-07-24;22.27610231;68.80434337;38;;;;
458;P52-4;1;2018-07-24;22.27629382;68.80436205;50;;;;
459;P52-5;1;2018-07-24;22.27635435;68.80427363;41;;;;
460;P52-6;1;2018-07-24;22.27609837;68.80428331;39;;;;
461;P51-1;1;2018-07-24;22.27467871;68.8044546;38;;;;
462;P51-2;1;2018-07-24;22.27456458;68.80441454;45;;;;
463;P20-1;1;2018-07-24;22.279944;68.804514;37;;;;
464;P20-2;1;2018-07-24;22.279619;68.80439;32;;;;
465;P20-3;1;2018-07-24;22.27957;68.804342;42;;;;
466;K-A1;1;2018-07-24;22.27648514;68.80340043;34;;;;
467;K-A2;1;2018-07-24;22.27666615;68.8033867;38;;;;
468;K-A3;1;2018-07-24;22.2768822;68.80344189;33;;;;
469;P23-1;1;2018-07-24;22.28021502;68.80349834;44;;;;
470;P23-2;1;2018-07-24;22.28000993;68.80344028;40;;;;
471;P23-3;1;2018-07-24;22.28014537;68.80338818;62;;;;
472;P22-2;1;2018-07-24;22.28108821;68.80341223;44;;;;
473;P22-3;1;2018-07-24;22.28116533;68.80345187;50;;;;
474;P22-4;1;2018-07-24;22.28135289;68.80357835;50;;;;
475;P47-1;1;2018-07-24;22.26073818;68.80156749;33;;;;
476;P27-1;1;2018-07-24;22.2779146;68.80224094;38;;;;
477;P27-2;1;2018-07-24;22.27789458;68.80214586;35;;;;
478;P26-1;1;2018-07-24;22.28245786;68.80217094;46;;;;
479;P26-2;1;2018-07-24;22.28216598;68.8021581;55;;;;
480;P26-3;1;2018-07-24;22.28235233;68.80223789;64;;;;
481;P26-4;1;2018-07-24;22.28251797;68.8022631;60;;;;
482;P26-5;1;2018-07-24;22.28221863;68.80236699;60;;;;
483;P26-6;1;2018-07-24;22.28210112;68.80245451;58;;;;
484;P26-7;1;2018-07-24;22.28195819;68.80246881;56;;;;
485;P26-8;1;2018-07-24;22.2822729;68.80248439;61;;;;
486;P26-9;1;2018-07-24;22.28235773;68.80253168;52;;;;
487;P26-10;1;2018-07-24;22.28240684;68.80257547;58;;;;
488;P47-2;1;2018-07-23;22.2605525;68.80147568;41;;;;
489;P47-3;1;2018-07-23;22.26071125;68.80143329;39;;;;
490;P47-4;1;2018-07-23;22.26048553;68.80131692;43;;;;
491;P47-5;1;2018-07-23;22.26063322;68.80124483;47;;;;
492;P47-6;1;2018-07-23;22.26079904;68.80128782;37;;;;
493;P47-7;1;2018-07-23;22.26092301;68.80121272;43;;;;
494;P47-8;1;2018-07-23;22.26116678;68.80125324;40;;;;
495;P47-9;1;2018-07-23;22.26137055;68.80131815;45;;;;
496;P47-10;1;2018-07-23;22.2615251;68.80143533;38;;;;
497;P47-11;1;2018-07-23;22.26187545;68.80147452;48;;;;
498;P47-12;1;2018-07-23;22.26193253;68.80137306;46;;;;
499;P47-13;1;2018-07-23;22.26224969;68.80137365;77;;;;
500;P47-14;1;2018-07-23;22.26254087;68.80126015;14;;;;
501;P47-15;1;2018-07-23;22.26269773;68.80121073;50;;;;
502;P47-16;1;2018-07-23;22.26319975;68.80122877;49;;;;
503;P47-17;1;2018-07-23;22.26299927;68.8012252;55;;;;
504;P47-18;1;2018-07-23;22.26275364;68.80115198;50;;;;
505;P47-19;1;2018-07-23;22.26271632;68.80106073;47;;;;
506;P50-5;1;2018-07-23;22.25928548;68.80094654;62;;;;
507;P50-6;1;2018-07-23;22.25938867;68.80102351;53;;;;
508;P50-7;1;2018-07-23;22.25916443;68.80105832;51;;;;
509;P50-8;1;2018-07-23;22.25900918;68.80110403;49;;;;
510;P50-9;1;2018-07-23;22.25933269;68.8011188;50;;;;
511;P50-10;1;2018-07-23;22.25955681;68.80120377;55;;;;
512;P27-3;1;2018-07-24;22.27797591;68.8020034;42;;;;
513;P27-4;1;2018-07-24;22.27798506;68.80185758;41;;;;
514;P28-1;1;2018-07-23;22.2780581;68.80144401;33;;;;
515;P47-20;1;2018-07-23;22.26268964;68.80095688;20;;;;
516;P46-1;1;2018-07-23;22.26261355;68.80064661;46;;;;
517;P46-2;1;2018-07-23;22.26250239;68.80057697;65;;;;
518;P48-1;1;2018-07-23;22.26112488;68.80065066;52;;;;
519;P48-2;1;2018-07-23;22.26110536;68.80076638;48;;;;
520;P48-3;1;2018-07-23;22.26122496;68.80085547;50;;;;
521;P48-4;1;2018-07-23;22.26090009;68.80083473;49;;;;
522;P48-5;1;2018-07-23;22.26091707;68.80069835;50;;;;
523;P50-1;1;2018-07-23;22.26002654;68.80064948;44;;;;
524;P50-2;1;2018-07-23;22.25984028;68.80079577;53;;;;
525;P50-3;1;2018-07-23;22.25961424;68.80079547;50;;;;
526;P50-4;1;2018-07-23;22.25949005;68.80086108;48;;;;
527;P28-2;1;2018-07-24;22.27812122;68.80138279;36;;;;
528;P28-3;1;2018-07-24;22.27824943;68.80136336;30;;;;
529;P46-3;1;2018-07-23;22.26233798;68.80040744;58;;;;
530;P49-1;1;2018-07-23;22.2613887;68.80009673;59;;;;
531;P49-2;1;2018-07-23;22.26109862;68.80006275;50;;;;
532;P49-3;1;2018-07-23;22.26100067;68.80016382;54;;;;
533;P49-4;1;2018-07-23;22.26080539;68.80015971;46;;;;
534;P49-5;1;2018-07-23;22.26061388;68.80007429;50;;;;
535;P49-6;1;2018-07-23;22.26055305;68.80021602;41;;;;
536;P49-7;1;2018-07-23;22.26022996;68.80014923;55;;;;
537;P49-8;1;2018-07-23;22.25992371;68.80023593;48;;;;
538;P49-9;1;2018-07-23;22.25970755;68.8001841;42;;;;
539;P49-10;1;2018-07-23;22.25994752;68.80009;56;;;;
540;P49-11;1;2018-07-23;22.2603081;68.80007431;50;;;;
541;P49-12;1;2018-07-23;22.26098695;68.80031622;57;;;;
542;P29-1;1;2018-07-24;22.27469821;68.80033623;52;;;;
543;P29-2;1;2018-07-24;22.27442568;68.80034138;40;;;;
544;P29-3;1;2018-07-24;22.27449089;68.80026816;48;;;;
545;P29-4;1;2018-07-24;22.27449959;68.80022932;50;;;;
546;P29-5;1;2018-07-24;22.27432973;68.80023469;45;;;;
547;P44-1;1;2018-07-23;22.26291285;68.79984773;41;;;;
548;P44-2;1;2018-07-23;22.26289146;68.79976876;70;;;;
549;P44-3;1;2018-07-23;22.26262606;68.79973742;55;;;;
550;P45-1;1;2018-07-23;22.26210676;68.79963933;54;;;;
551;P45-2;1;2018-07-23;22.26191364;68.7995667;48;;;;
552;P45-3;1;2018-07-23;22.26175319;68.79964952;52;;;;
553;P45-4;1;2018-07-23;22.26155079;68.79957356;54;;;;
554;P45-5;1;2018-07-23;22.26142737;68.79965558;47;;;;
555;P45-6;1;2018-07-23;22.26103126;68.79960798;38;;;;
556;P45-7;1;2018-07-23;22.26072316;68.7995323;44;;;;
557;P45-8;1;2018-07-23;22.2605369;68.79951179;47;;;;
558;P45-9;1;2018-07-23;22.26006586;68.7994924;42;;;;
559;P30-1;1;2018-07-24;22.27532544;68.79980762;59;;;;
560;P30-2;1;2018-07-24;22.27523143;68.79987324;46;;;;
561;P30-3;1;2018-07-24;22.27498603;68.79981864;46;;;;
562;P30-4;1;2018-07-24;22.27493088;68.79971518;49;;;;
563;P30-5;1;2018-07-24;22.27476122;68.79968148;50;;;;
564;P31-2;1;2018-07-24;22.275888;68.799323;45;;;;
565;P31-3;1;2018-07-24;22.27577;68.799261;45;;;;
566;P31-4;1;2018-07-24;22.275649;68.799307;45;;;;
567;P31-5;1;2018-07-24;22.275457;68.799318;40;;;;
568;P31-6;1;2018-07-24;22.27527;68.799328;40;;;;
569;P32-2;1;2018-07-24;22.27614284;68.79736902;51;;;;
570;P32-1;1;2018-07-24;22.27593819;68.79731503;57;;;;
571;P32-3;1;2018-07-24;22.276157;68.79730386;48;;;;
572;P32-4;1;2018-07-24;22.27630937;68.79733281;40;;;;
573;P32-5;1;2018-07-24;22.27607367;68.79722869;53;;;;
574;BP06-1;3;2018-07-29;21.57963374;68.94910037;40;;;;
575;BP06-2;3;2018-07-29;21.5798109;68.94907418;45;;;;
576;BP16-1;3;2018-07-29;21.5809487;68.94937984;40;;;;
577;BP16-2;3;2018-07-29;21.58122903;68.94930338;61;;;;
578;BP16-3;3;2018-07-29;21.58097322;68.94924684;38;;;;
579;BP16-4;3;2018-07-29;21.58121665;68.94921767;41;;;;
580;BP16-5;3;2018-07-29;21.58133323;68.94915344;37;;;;
581;BP11-1;3;2018-07-29;21.58116807;68.94891376;37;;;;
582;BP11-2;3;2018-07-29;21.58092461;68.94879156;39;;;;
583;BP11-3;3;2018-07-29;21.58119357;68.94882034;39;;;;
584;BP11-4;3;2018-07-29;21.58164247;68.94884743;46;;;;
585;BP11-5;3;2018-07-29;21.58134171;68.94871851;40;;;;
586;BP11-6;3;2018-07-29;21.58135715;68.94858022;40;;;;
587;BP11-7;3;2018-07-29;21.5815596;68.94854146;43;;;;
588;BP11-8;3;2018-07-29;21.58146489;68.9484395;47;;;;
589;BP11-9;3;2018-07-29;21.58125612;68.9484293;40;;;;
590;BP12-1;3;2018-07-29;21.58166467;68.94838537;38;;;;
591;BP12-2;3;2018-07-29;21.58171743;68.948396;37;;;;
592;BP13-1;3;2018-07-29;21.58179194;68.94852342;38;;;;
593;BP13-2;3;2018-07-29;21.58174953;68.94858003;35;;;;
594;BP13-3;3;2018-07-29;21.5816847;68.94863369;40;;;;
595;BP01-1;3;2018-07-29;21.58212124;68.94842182;40;;;;
596;BP01-2;3;2018-07-29;21.58223218;68.94835909;55;;;;
597;BP01-3;3;2018-07-29;21.58241008;68.94833003;45;;;;
598;BP01-4;3;2018-07-29;21.5822634;68.94820476;52;;;;
599;BP01-5;3;2018-07-29;21.58217879;68.94810562;50;;;;
600;BP01-6;3;2018-07-29;21.58189859;68.94808882;37;;;;
601;BP01-7;3;2018-07-29;21.58175219;68.94818993;48;;;;
602;BP01-8;3;2018-07-29;21.58156491;68.9482602;37;;;;
603;BP01-9;3;2018-07-29;21.58178171;68.94824179;50;;;;
604;BP01-10;3;2018-07-29;21.58180781;68.9482654;55;;;;
605;BP05-1;3;2018-07-29;21.583408;68.94875621;38;;;;
606;BP05-2;3;2018-07-29;21.58365517;68.94879493;40;;;;
607;BP05-3;3;2018-07-29;21.58385914;68.94884984;39;;;;
608;BP05-4;3;2018-07-29;21.58386003;68.94873332;41;;;;
609;BP05-5;3;2018-07-29;21.58390461;68.94860852;38;;;;
610;BP05-6;3;2018-07-29;21.58411157;68.94849103;55;;;;
611;BP05-7;3;2018-07-29;21.58384176;68.94843448;42;;;;
612;BP05-8;3;2018-07-29;21.5837023;68.94852271;33;;;;
613;BP05-9;3;2018-07-29;21.58336758;68.94851565;40;;;;
614;BP05-10;3;2018-07-29;21.58292459;68.94860062;44;;;;
615;BP05-11;3;2018-07-29;21.58271965;68.94851013;36;;;;
616;BP05-12;3;2018-07-29;21.58318386;68.9484235;42;;;;
617;BP05-13;3;2018-07-29;21.58365502;68.94836571;47;;;;
618;BP05-14;3;2018-07-29;21.58325913;68.94826373;77;;;;
619;BP05-15;3;2018-07-29;21.5828581;68.9482859;51;;;;
620;BP05-16;3;2018-07-29;21.58302308;68.9481779;58;;;;
621;BP05-17;3;2018-07-29;21.58264376;68.94808708;48;;;;
622;BP05-18;3;2018-07-29;21.58254343;68.94791486;50;;;;
623;BP05-19;3;2018-07-29;21.58288301;68.94790118;43;;;;
624;BP05-20;3;2018-07-29;21.58327494;68.94787082;45;;;;
625;BP05-21;3;2018-07-29;21.58307537;68.94774381;52;;;;
626;BP05-22;3;2018-07-29;21.58275822;68.94771373;54;;;;
627;BP33-1;3;2018-07-29;21.586835;68.947026;45;;;;
628;BP33-2;3;2018-07-29;21.587081;68.94706;50;;;;
629;BP33-3;3;2018-07-29;21.587162;68.946956;45;;;;
630;BP33-4;3;2018-07-29;21.587518;68.946963;57;;;;
631;BP36-1;3;2018-07-29;21.587475;68.946813;49;;;;
632;BP36-2;3;2018-07-29;21.587186;68.946796;51;;;;
633;BP36-3;3;2018-07-29;21.586834;68.946799;47;;;;
634;BP36-4;3;2018-07-29;21.586442;68.946796;41;;;;
635;BP36-5;3;2018-07-29;21.586288;68.946904;48;;;;
636;BP36-6;3;2018-07-29;21.587032;68.946708;48;;;;
637;BP36-7;3;2018-07-29;21.587805;68.946712;48;;;;
638;BP36-8;3;2018-07-29;21.587891;68.946545;51;;;;
639;BP36-9;3;2018-07-29;21.587964;68.946424;45;;;;
640;BP36-10;3;2018-07-29;21.587729;68.946508;49;;;;
641;BP36-11;3;2018-07-29;21.587597;68.946434;60;;;;
642;BP36-12;3;2018-07-29;21.587726;68.946372;55;;;;
643;BP36-13;3;2018-07-29;21.587741;68.946263;52;;;;
644;BP36-14;3;2018-07-29;21.587971;68.94628;45;;;;
645;BP36-15;3;2018-07-29;21.587272;68.946566;47;;;;
646;BP36-16;3;2018-07-29;21.586925;68.946585;49;;;;
647;BP36-17;3;2018-07-29;21.586632;68.946624;60;;;;
648;BP34-1;3;2018-07-29;21.588022;68.946789;44;;;;
649;BP34-2;3;2018-07-29;21.588112;68.946911;49;;;;
650;BP34-3;3;2018-07-29;21.588405;68.946864;47;;;;
651;BP34-4;3;2018-07-29;21.588784;68.946859;47;;;;
652;BP34-5;3;2018-07-29;21.588549;68.94669;48;;;;
653;BP40-1;3;2018-07-29;21.589673;68.946684;50;;;;
654;BP40-2;3;2018-07-29;21.589997;68.946747;50;;;;
655;BP40-3;3;2018-07-29;21.589788;68.94695;51;;;;
656;BP40-4;3;2018-07-29;21.590265;68.946933;41;;;;
657;BP40-5;3;2018-07-29;21.590658;68.946825;43;;;;
658;BP40-6;3;2018-07-29;21.59106;68.946743;57;;;;
659;BP40-7;3;2018-07-29;21.5907;68.946622;50;;;;
660;BP40-8;3;2018-07-29;21.590262;68.946607;44;;;;
661;BP1;3;2018-07-29;21.584429;68.94781;48;;;;
662;BP2;3;2018-07-29;21.58446;68.947677;49;;;;
663;BP3;3;2018-07-29;21.584657;68.947609;48;;;;
664;BP4;3;2018-07-29;21.585082;68.947555;43;;;;
665;BP5;3;2018-07-29;21.58506;68.947993;42;;;;
666;BP6_036;3;2018-07-29;21.585356;68.947835;42;;;;
667;37;3;2018-07-29;21.585821;68.947769;44;;;;
668;38;3;2018-07-29;21.586275;68.947865;45;;;;
669;39;3;2018-07-29;21.586536;68.947689;46;;;;
670;40;3;2018-07-29;21.587059;68.947765;40;;;;
671;43;3;2018-07-29;21.588006;68.94795;43;;;;
672;44;3;2018-07-29;21.588169;68.947998;42;;;;
673;45;3;2018-07-29;21.589342;68.947821;58;;;;
674;46;3;2018-07-29;21.589583;68.94795;50;;;;
675;47;3;2018-07-29;21.589606;68.948083;51;;;;
676;48;3;2018-07-29;21.589769;68.948174;46;;;;
677;52;3;2018-07-29;21.592266;68.947595;48;;;;
678;53;3;2018-07-29;21.592346;68.947527;48;;;;
